image,crop,box,score,class,text
thyrocare_0_3813.jpg,thyrocare_0_3813_crop_0.png,"90,160,189,187",0.2936743199825287,0,eS
thyrocare_0_3813.jpg,thyrocare_0_3813_crop_1.png,"97,135,196,187",0.27329862117767334,0,
